preference,index,std_delta_len,position_component,position_length_interaction,not_gamed_baseline
0.5926666,110,-0.2467728256749361,1,-0.2467728256749361,False
0.29421497220000004,111,-0.13161217369329925,1,-0.13161217369329925,False
0.06954174260000001,112,-0.8616484496483185,1,-0.8616484496483185,False
0.8596637457,113,-1.5217657583287725,1,-1.5217657583287725,False
0.6150878626,114,0.041128804279156016,1,0.041128804279156016,False
0.9973683254000001,115,-0.12749929326538365,0,-0.0,False
0.8175744791999999,116,-1.1269292372488748,1,-1.1269292372488748,False
0.3073580169000001,117,-0.5408437762709016,1,-0.5408437762709016,False
0.9999379495,118,-3.703648825337999,0,-0.0,False
0.9999307782,119,-0.6683430695362853,0,-0.0,False
0.9995044640000001,120,-0.36604635808448854,0,-0.0,False
0.2942149679999999,121,-1.4724111931937853,1,-1.4724111931937853,False
0.8596637444999999,122,-1.4415645899844183,1,-1.4415645899844183,False
0.9998804014,123,-1.7089018177989324,0,-0.0,False
0.9995557817,124,-1.8117238284968225,0,-0.0,False
0.00912563590000004,125,-0.8924950528576856,1,-0.8924950528576856,False
0.8840392756,126,-0.2940709505959655,1,-0.2940709505959655,False
0.9149009706,127,-1.2873315739375832,1,-1.2873315739375832,False
1.384600000009506e-05,128,1.0960826340395078,1,1.0960826340395078,False
0.6791786905000001,129,-0.2406035050330627,1,-0.2406035050330627,False
0.32082130080000004,130,-1.9597875239017841,1,-1.9597875239017841,False
0.9783846677000001,131,-1.073461791685972,1,-1.073461791685972,False
0.1066905963,132,-0.3701592385124041,1,-0.3701592385124041,False
0.017986211700000032,133,0.2200391028934847,1,0.2200391028934847,False
0.10374863710000004,134,-0.026733722781451412,1,-0.026733722781451412,False
0.9219218385000001,135,-0.8945514930716434,1,-0.8945514930716434,False
0.7772998525000001,136,-1.2256383675188494,0,-0.0,False
0.9579122690999999,137,-1.9392231217622062,0,-0.0,False
0.004070136299999971,138,1.5197093181148147,1,1.5197093181148147,False
0.7772998611999999,139,-0.11104777155372124,1,-0.11104777155372124,False
0.6001883592999999,140,-3.0373621960156716,0,-0.0,False
0.6224593312,141,1.4744676334077431,0,0.0,False
0.43782349910000007,142,0.13161217369329925,1,0.13161217369329925,False
0.0850990559,143,-0.7135847542433569,0,-0.0,False
0.9976768379000001,144,0.13572505412121486,0,0.0,False
0.6442251294000001,145,0.5963676620477623,0,0.0,False
0.5,146,1.3058395358632036,0,0.0,False
0.9979492566000001,147,0.5346744556290282,1,0.5346744556290282,False
0.16026602960000003,148,-2.3895835286189646,1,-2.3895835286189646,False
0.11596071519999995,149,0.7464877976666817,1,0.7464877976666817,False
0.011687255300000032,150,-0.030846603209367014,1,-0.030846603209367014,False
0.024423091899999916,151,-1.1495500796024107,1,-1.1495500796024107,False
0.9953904284000001,152,-0.9089465745693479,0,-0.0,False
0.2689414135000001,153,-1.6677730135197764,0,-0.0,False
0.9966233873000001,154,-2.068778855241548,0,-0.0,False
0.6076631746000001,155,-0.13983793454913046,1,-0.13983793454913046,False
0.9958012041,156,-0.39689296129385554,1,-0.39689296129385554,False
0.9994725216,157,-3.09494252200649,0,-0.0,False
0.9965165760000001,158,-1.3716456227098532,0,-0.0,False
0.9996430294,159,-0.5408437762709016,0,-0.0,False
0.9914225176,160,0.4092316025776024,0,0.0,False
0.9991959141,161,-0.7773344008760487,0,-0.0,False
0.1008786290999999,162,0.6950767923177367,0,0.0,False
0.9997305208,163,-2.0502708933159273,0,-0.0,False
0.9994806950999999,164,-1.361363421640064,0,-0.0,False
0.03732688769999992,165,0.3228611135913747,1,0.3228611135913747,False
0.2877678117,166,-0.30640959187971234,1,-0.30640959187971234,False
0.3775406641000001,167,0.36810279829844633,1,0.36810279829844633,False
0.00017400539999989917,168,-0.9541882592764196,1,-0.9541882592764196,False
0.9706877709000001,169,0.6374964663269183,0,0.0,False
0.9969246302000001,170,-2.630187033652027,0,-0.0,False
0.08035747469999999,171,-0.43596532535905375,0,-0.0,False
0.9099070085000001,172,-1.4785805138356587,1,-1.4785805138356587,False
0.9999909195000001,173,-2.821435973550103,0,-0.0,False
0.18713267459999994,174,-0.980921982057871,1,-0.980921982057871,False
0.4225046348000001,175,-0.8904386126437277,1,-0.8904386126437277,False
0.12940273270000002,176,-0.03907236406519821,0,-0.0,False
0.007345826199999905,177,1.042615188476605,1,1.042615188476605,False
0.9976768380000001,178,-2.4430509741818676,0,-0.0,False
0.27512972979999994,179,-0.2858451897401343,1,-0.2858451897401343,False
0.31405055579999996,180,-0.7506006780945973,1,-0.7506006780945973,False
0.6297746004,181,-0.7279798357410615,1,-0.7279798357410615,False
0.6859494615000001,182,-0.3022967114517967,0,-0.0,False
0.8962513793,183,-1.9803519260413622,0,-0.0,False
0.5078118643,184,-0.30640959187971234,0,-0.0,False
0.05500529070000004,185,0.5552388577686063,1,0.5552388577686063,False
0.9933071469000001,186,-1.0899133133976344,0,-0.0,False
0.19682620359999992,187,-0.7094718738154413,0,-0.0,False
0.08035746440000002,188,-2.323777441772315,1,-2.323777441772315,False
0.9525741265000001,189,-0.8493098083645717,1,-0.8493098083645717,False
0.9997765837000001,190,-0.8595920094343608,0,-0.0,False
0.999908298,191,-1.0282201069789003,0,-0.0,False
0.9992445943000001,192,-1.320234617360908,0,-0.0,False
0.8807970885,193,-1.3880971444215155,1,-1.3880971444215155,False
0.9994472213000001,194,-0.9233416560670525,0,-0.0,False
0.9988304898,195,-0.32697399401929034,0,-0.0,False
0.9381240218,196,-0.9171723354251792,1,-0.9171723354251792,False
0.9998644792,197,-0.8205196453691626,0,-0.0,False
0.9854964193,198,-1.3757585031377688,1,-1.3757585031377688,False
0.5,199,0.0,0,0.0,False
0.6513548488,200,-0.6971332325316945,1,-0.6971332325316945,False
0.5467381520000001,201,-0.33519975487512155,0,-0.0,False
0.2068940587000001,202,0.2529421463168095,0,0.0,False
0.04603390000000007,203,-1.0919697536115922,1,-1.0919697536115922,False
0.08509904060000006,204,-0.2817323093122187,0,-0.0,False
0.9553191261,205,-0.9788655418439132,0,-0.0,False
0.8933094118,206,-0.14600725519100385,0,-0.0,False
0.9993537965000001,207,0.012338641283746805,0,0.0,False
0.5,208,0.06169320641873403,0,0.0,False
0.9284087926,209,-0.04524168470707162,0,-0.0,False
0.9481545343,210,-1.7068453775849746,1,-1.7068453775849746,False
0.9994806951999999,211,-1.0549538297603518,0,-0.0,False
0.6224593242,212,-1.157775840458242,0,-0.0,False
0.1645164629,213,-0.07814472813039643,0,-0.0,False
0.7718434943000001,214,0.006169320641873402,1,0.006169320641873402,False
0.32082131829999994,215,-0.7814472813039643,1,-0.7814472813039643,False
0.6370307990999999,216,-1.258541410942174,0,-0.0,False
0.6297746074000001,217,-0.12955573347934146,0,-0.0,False
0.7122321842000001,218,-0.15217657583287725,1,-0.15217657583287725,False
0.037326890899999965,219,-0.6889074716758633,1,-0.6889074716758633,False
0.3276683052,220,-0.3701592385124041,0,-0.0,False
0.4225046348000001,221,-1.5814025245335488,0,-0.0,False
0.1192029147,222,1.1906788838815667,1,1.1906788838815667,False
0.9992206338,223,-2.7206704030661704,0,-0.0,False
0.9678992963999999,224,-0.36810279829844633,1,-0.36810279829844633,False
0.17781087240000004,225,-0.7855601617318799,1,-0.7855601617318799,False
0.22270012500000003,226,0.37221567872636196,0,0.0,False
0.803173809,227,-0.5552388577686063,0,-0.0,False
0.02297736870000011,228,-0.37632855915427754,1,-0.37632855915427754,False
0.9591542827999999,229,-0.7362055965968927,0,-0.0,False
0.9019206792000001,230,0.014395081497704606,0,0.0,False
0.9995826843,231,-1.4415645899844183,0,-0.0,False
0.3702253926000001,232,-0.878099971359981,0,-0.0,False
0.9940889327,233,-0.7876166019458377,0,-0.0,False
0.9481545357000001,234,-0.5285051349871548,1,-0.5285051349871548,False
0.9511422234,235,-0.5943112218338045,1,-0.5943112218338045,False
0.3629692217,236,-0.22209554310744248,0,-0.0,False
0.14804720559999995,237,-0.7279798357410615,0,-0.0,False
0.7185943723000001,238,-0.5819725805500576,1,-0.5819725805500576,False
0.9808759609,239,-0.41128804279156017,0,-0.0,False
0.4687906265999999,240,-0.7835037215179221,1,-0.7835037215179221,False
0.9990600559,241,-0.8349147268668671,1,-0.8349147268668671,False
0.9937100973999999,242,-0.7773344008760487,0,-0.0,False
0.8705972808,243,-1.5341043996125194,0,-0.0,False
0.7185943845,244,-1.8014416274270335,0,-0.0,False
0.16885695069999995,245,-1.1022519546813812,0,-0.0,False
0.8774767843,246,-3.210103173988127,0,-0.0,False
0.3998116407000001,247,-0.7752779606620909,1,-0.7752779606620909,False
0.9814534368000001,248,-3.3170380651139326,1,-3.3170380651139326,False
0.17328820590000005,249,-0.6231013848292136,1,-0.6231013848292136,False
0.7772998611999999,250,-0.43185244493113817,0,-0.0,False
0.9763105303000001,251,-0.17068453775849746,0,-0.0,False
0.07585818,252,0.5840290207640154,1,0.5840290207640154,False
0.7248702961,253,-0.3310868744472059,1,-0.3310868744472059,False
0.9770226285000001,254,-0.02467728256749361,0,-0.0,False
0.2877678158000001,255,0.5758032599081843,1,0.5758032599081843,False
0.016914914900000078,256,-1.0652360308301407,1,-1.0652360308301407,False
0.8354835357000001,257,-1.4477339106262919,0,-0.0,False
0.938124014,258,-1.0611231504022252,1,-1.0611231504022252,False
0.9553191353000001,259,-0.3022967114517967,1,-0.3022967114517967,False
0.9893474881,260,-1.2873315739375832,0,-0.0,False
0.9863631629,261,-0.516166493703408,0,-0.0,False
0.5,262,0.0,0,0.0,False
0.9715639689,263,-0.9253980962810103,1,-0.9253980962810103,False
0.9994642196000001,264,-1.2667671717980054,0,-0.0,False
0.0008040857000000123,265,0.4400782057869694,1,0.4400782057869694,False
0.9019206792000001,266,-0.2488292658888939,0,-0.0,False
0.9953904280000001,267,-1.7315226601524683,0,-0.0,False
0.002115703100000088,268,-0.2899580701680499,1,-0.2899580701680499,False
0.014957084099999962,269,1.0158814656951536,1,1.0158814656951536,False
0.5926666,270,1.0590667101882674,0,0.0,False
0.7931059413000001,271,-0.8451969279366561,1,-0.8451969279366561,False
0.9996540083000001,272,-2.179826626795269,0,-0.0,False
0.5851011542,273,-0.721810515099188,1,-0.721810515099188,False
0.1968262005000001,274,-0.5614081784104796,1,-0.5614081784104796,False
0.042087723100000085,275,-0.10282201069789004,1,-0.10282201069789004,False
0.9980732658,276,5.887588332561184,1,5.887588332561184,False
0.9924227587000001,277,-1.98240836625532,0,-0.0,False
0.18713268519999993,278,0.4688683687823786,1,0.4688683687823786,False
0.8080672213,279,-0.3146353527355435,0,-0.0,False
0.09534946489999996,280,-0.5901983414058888,1,-0.5901983414058888,False
0.30735803820000007,281,-0.6354400261129605,1,-0.6354400261129605,False
0.8991213854,282,-0.15423301604683506,1,-0.15423301604683506,False
0.7310585688,283,-0.32697399401929034,0,-0.0,False
0.9825575150000001,284,-0.38455432001010875,1,-0.38455432001010875,False
0.9511422191000001,285,-2.344341843911893,1,-2.344341843911893,False
0.8670357483,286,-0.21181334203765348,0,-0.0,False
0.03622005570000009,287,-0.6930203521037789,1,-0.6930203521037789,False
0.45326184800000013,288,-0.40511872214968675,0,-0.0,False
0.9763105284,289,0.9233416560670525,0,0.0,False
0.011331755500000096,290,1.1063648351092967,1,1.1063648351092967,False
0.5078118643,291,0.16040233668870846,1,0.16040233668870846,False
0.06560483010000007,292,0.9377367375647572,1,0.9377367375647572,False
0.25683198379999994,293,-0.5901983414058888,0,-0.0,False
0.06754669930000001,294,1.2873315739375832,0,0.0,False
0.2628418431999999,295,-0.4483039666428006,0,-0.0,False
0.9362850048,296,0.08842692920018544,0,0.0,False
0.032100709799999905,297,0.13778149433517264,1,0.13778149433517264,False
0.07585818489999996,298,0.06374964663269182,1,0.06374964663269182,False
0.0011335690000000564,299,-0.4400782057869694,1,-0.4400782057869694,False
0.014957084099999962,300,0.06991896727456523,1,0.06991896727456523,False
0.40733339999999996,301,0.505884292633619,1,0.505884292633619,False
0.9732407164000001,302,-0.3187482331634591,0,-0.0,False
0.0023231623999999673,303,0.6354400261129605,1,0.6354400261129605,False
0.05665241490000006,304,-1.5855154049614644,1,-1.5855154049614644,False
0.2120688044000001,305,-0.2735065484563875,0,-0.0,False
0.7662936395,306,0.2714501082424297,0,0.0,False
0.6992544295,307,-0.4668119285684208,0,-0.0,False
0.9992206337,308,-1.558781682180013,0,-0.0,False
0.9706877710000001,309,-1.1207599166070015,1,-1.1207599166070015,False
0.9814534368000001,310,-0.9007208137135168,0,-0.0,False
0.9972850147000001,311,-0.41334448300551796,0,-0.0,False
0.9465966738,312,-1.260597851156132,1,-1.260597851156132,False
0.07159120079999992,313,-1.6184184483847892,1,-1.6184184483847892,False
0.8311430408,314,-1.4066051063471356,1,-1.4066051063471356,False
0.8774767917999999,315,-2.9263144244619506,1,-2.9263144244619506,False
0.9867771782000001,316,-0.9151158952112214,0,-0.0,False
0.999956681,317,-0.3598770374426151,0,-0.0,False
0.9241418179,318,-0.9439060582066305,1,-0.9439060582066305,False
0.4687906265999999,319,1.147493639388453,0,0.0,False
0.006097563500000014,320,0.14189437476308825,1,0.14189437476308825,False
0.0420877260000001,321,0.3393126353030371,1,0.3393126353030371,False
0.7057850175,322,-1.2009610849513557,1,-1.2009610849513557,False
0.9986329743,323,-1.2215254870909338,0,-0.0,False
0.899121386,324,0.5922547816198467,0,0.0,False
0.7549149869,325,-1.5937411658172955,0,-0.0,False
0.5234203489,326,-1.2503156500863428,0,-0.0,False
0.4455295349999999,327,-0.09870913026997444,0,-0.0,False
0.5234203489,328,-0.6847945912479476,0,-0.0,False
0.9905874095,329,-2.1448671431579864,0,-0.0,False
0.9886682453,330,-2.107851219306746,1,-2.107851219306746,False
0.8519528045,331,-0.18096673882828648,0,-0.0,False
0.9999968619000001,332,-1.2935008945794566,0,-0.0,False
0.9999885212000001,333,-0.5922547816198467,0,-0.0,False
0.9343951628,334,-2.449220294823741,0,-0.0,False
0.11596071880000003,335,-1.40249222591922,1,-1.40249222591922,False
0.1732881987999999,336,0.016451521711662406,1,0.016451521711662406,False
0.9991440995,337,-2.3895835286189646,1,-2.3895835286189646,False
0.21733752439999998,338,-0.30846603209367013,1,-0.30846603209367013,False
0.4148988458,339,-0.17068453775849746,1,-0.17068453775849746,False
0.04742587250000008,340,-0.19947470075390666,1,-0.19947470075390666,False
0.2689414135000001,341,-0.6827381510339898,1,-0.6827381510339898,False
0.4921881357,342,-0.10487845091184785,1,-0.10487845091184785,False
0.8807970727000001,343,-0.37838499936823533,1,-0.37838499936823533,False
0.9956684980000001,344,-3.397239233458287,1,-3.397239233458287,False
0.14804720690000006,345,-0.660117308680454,1,-0.660117308680454,False
0.9944450764000001,346,-0.9110030147833057,1,-0.9110030147833057,False
0.8080672105,347,0.660117308680454,1,0.660117308680454,False
0.9995826841,348,-0.618988504401298,1,-0.618988504401298,False
0.3849121445000001,349,-0.37838499936823533,0,-0.0,False
0.9992445945000001,350,-1.3654763020679797,0,-0.0,False
0.2120688044000001,351,-1.4682983127658698,1,-1.4682983127658698,False
0.8991213818000001,352,-1.4395081497704605,1,-1.4395081497704605,False
0.5312093734000001,353,0.4873763307079988,1,0.4873763307079988,False
0.6513548714999999,354,-1.022050786337027,0,-0.0,False
0.3140505363999999,355,-1.3222910575748659,1,-1.3222910575748659,False
0.3007455937000001,356,-0.9151158952112214,1,-0.9151158952112214,False
0.0488577750000001,357,0.4010058417217712,1,0.4010058417217712,False
0.9991704107000001,358,-1.1207599166070015,0,-0.0,False
0.4225046348000001,359,-0.6991896727456522,0,-0.0,False
0.08035747469999999,360,-0.9932606233416178,1,-0.9932606233416178,False
0.23370635689999997,361,2.8522825767594697,1,2.8522825767594697,False
0.001169510099999993,362,-0.2591114669586829,1,-0.2591114669586829,False
0.8872045887,363,0.5243922545592392,0,0.0,False
0.43782349910000007,364,-0.6477786673967072,1,-0.6477786673967072,False
0.003376612500000098,365,0.05552388577686062,1,0.05552388577686062,False
0.5234203489,366,0.20153114096786448,1,0.20153114096786448,False
0.4921881357,367,-0.22209554310744248,0,-0.0,False
0.997018967,368,-1.507370676831068,1,-1.507370676831068,False
0.9919380081,369,-1.258541410942174,1,-1.258541410942174,False
0.025957357000000014,370,-1.7418048612222572,1,-1.7418048612222572,False
0.7431680086000001,371,-0.11721709219559465,0,-0.0,False
0.8633916076000001,372,-1.2050739653792713,1,-1.2050739653792713,False
0.9603611594000001,373,-3.664576461272801,0,-0.0,False
0.0005193048000000644,374,-0.2714501082424297,1,-0.2714501082424297,False
0.974821156,375,-0.6066498631175512,0,-0.0,False
0.04468087139999999,376,-1.5526123615381395,1,-1.5526123615381395,False
0.9998511616000001,377,-2.7638556475592844,0,-0.0,False
0.7931059512,378,-0.6272142652571292,0,-0.0,False
0.04885778470000002,379,3.7324389883334086,0,0.0,False
0.9996200154000001,380,-2.239463393000045,0,-0.0,False
0.6723316838,381,-1.09402619382555,1,-1.09402619382555,False
0.28776782189999994,382,-0.8945514930716434,0,-0.0,False
0.9962927467,383,-2.4183736916143737,0,-0.0,False
0.9449947069,384,-0.01850796192562021,0,-0.0,False
0.9993537965000001,385,-1.1125341557511703,0,-0.0,False
0.5698526514,386,-1.5772896441056332,0,-0.0,False
0.9362850081,387,-1.455959671482123,1,-1.455959671482123,False
0.9697854139,388,-0.5223358143452814,0,-0.0,False
0.0021157039999999405,389,-0.12338641283746805,1,-0.12338641283746805,False
0.5621765008999999,390,0.8081810040854157,0,0.0,False
0.5,391,-0.2899580701680499,1,-0.2899580701680499,False
0.9871787818,392,-0.8863257322158121,0,-0.0,False
0.9933071490000001,393,-2.8625647778292587,1,-2.8625647778292587,False
0.9854964227,394,-2.475954017605192,1,-2.475954017605192,False
0.31405055579999996,395,-0.7423749172387661,1,-0.7423749172387661,False
0.9924227581,396,-3.3252638259697638,0,-0.0,False
0.6584175186000001,397,-2.7638556475592844,1,-2.7638556475592844,False
0.9525741295000001,398,-2.134584942088197,0,-0.0,False
0.9697854098,399,0.3043531516657545,1,0.3043531516657545,False
0.6224593312,400,-0.475037689424252,1,-0.475037689424252,False
0.9997040430000002,401,-1.19684820452344,0,-0.0,False
0.9399133468,402,-0.12749929326538365,0,-0.0,False
0.9933071493000001,403,-1.5423301604683506,0,-0.0,False
0.03963884470000001,404,-1.104308394895339,1,-1.104308394895339,False
0.9886682463,405,-0.4010058417217712,0,-0.0,False
0.1037486352000001,406,-1.2359205685886383,1,-1.2359205685886383,False
0.9999008473,407,-1.2420898892305117,0,-0.0,False
0.006289901199999948,408,-0.36810279829844633,1,-0.36810279829844633,False
0.9790357592000001,409,-0.002056440213957801,0,-0.0,False
0.5078118643,410,1.8528526327759784,1,1.8528526327759784,False
0.8991213764000001,411,-1.0158814656951536,0,-0.0,False
0.9324533085,412,-0.10693489112580565,1,-0.10693489112580565,False
0.5544704650000001,413,-0.2611679071726407,0,-0.0,False
0.6926420002,414,-0.06580608684664963,1,-0.06580608684664963,False
0.5926666,415,-0.5634646186244374,1,-0.5634646186244374,False
0.9324533095,416,-1.7047889373710168,1,-1.7047889373710168,False
0.0017546147000000456,417,0.8349147268668671,1,0.8349147268668671,False
0.7662936359000001,418,-2.829661734405934,0,-0.0,False
0.7981867649000001,419,-0.7464877976666817,1,-0.7464877976666817,False
0.9999379495,420,-0.7773344008760487,0,-0.0,False
0.8705972853000001,421,-2.060553094385716,1,-2.060553094385716,False
0.8267117969,422,-0.35370771680074176,0,-0.0,False
0.9976032689000001,423,-0.2200391028934847,0,-0.0,False
0.9999986918000001,424,-0.020564402139578008,0,-0.0,False
0.8397339677,425,-0.557295297982564,0,-0.0,False
0.0017546142000000042,426,-0.7074154336014835,1,-0.7074154336014835,False
0.2751297358,427,-0.629270705471087,1,-0.629270705471087,False
0.4687906265999999,428,-0.18919249968411767,1,-0.18919249968411767,False
0.9989350369000001,429,-1.6759987743756077,0,-0.0,False
0.607663177,430,-0.8554791290064452,1,-0.8554791290064452,False
0.4148988458,431,-2.4533331752516565,1,-2.4533331752516565,False
0.9985449368000001,432,-0.3516512765867839,0,-0.0,False
0.32082130080000004,433,-1.5772896441056332,0,-0.0,False
0.21206879429999992,434,-0.43185244493113817,1,-0.43185244493113817,False
0.9820137922000001,435,-0.02262084235353581,0,-0.0,False
0.7248702802,436,-0.14600725519100385,0,-0.0,False
0.9173026451999999,437,-0.07814472813039643,0,-0.0,False
0.5078118643,438,0.7197540748852302,0,0.0,False
0.9219218385000001,439,0.18302317904224427,0,0.0,False
0.8558511482,440,-0.43390888514509596,0,-0.0,False
0.9241418179,441,-1.7356355405803838,1,-1.7356355405803838,False
0.0014103584000000335,442,0.8760435311460232,1,0.8760435311460232,False
0.5156199157000001,443,-1.455959671482123,0,-0.0,False
0.9981897886,444,-2.5479294250937152,0,-0.0,False
0.07585818,445,0.42157024386134917,1,0.42157024386134917,False
0.9959298632,446,-0.6683430695362853,0,-0.0,False
0.036220056199999906,447,0.4092316025776024,1,0.4092316025776024,False
